Solar_Power_kW,Solar_Irradiance_Wm2,Battery_SOC_%,Num_EVs_Charging,Charging_Power_kW,Charging_Duration_Min,Arrival_Time_Hour,Departure_Time_Hour,Initial_Battery_SOC_%,Final_Battery_SOC_%,Charging_Mode,Grid_Energy_Supply_kW,Residential_Load_kW,Business_Load_kW,Peak_Load_Time_Hour,Energy_Cost_$/kWh,Demand_Response,Total_Demand_kW,Available_Energy_kW,Optimal_Charging_Decision,Charging_Duration_Hours
40.40601897822085,583.2769806040722,90.45907390070832,5,5.160005851126082,24,21,23,55.24555784865592,62.86472160338985,slow,55.07518759692202,5.529806155696319,34.89942154824919,8,0.3411790522762417,1,66.2292569595759,29.25194961556696,1,0.4
31.67018782552117,633.6459413575328,68.88632970924657,3,2.379534446282844,71,2,3,71.13176112804098,80.96566703533324,slow,22.42345811837005,10.68727227172656,18.42156587351372,12,0.3234293686833064,0,36.24744148408881,17.846204459802408,1,1.1833333333333333
43.57302950938588,622.07758705403,23.68938549000456,1,19.629505661697667,36,23,1,12.915081563798624,32.52965601045578,slow,81.65140216118095,16.890515357706477,23.549650518139277,8,0.2520029456963008,1,60.06967153754341,65.15476013302343,1,0.6
9.328502944301793,889.7147763673423,65.37682225628218,0,11.434805888501026,90,7,11,49.993310348035,62.682386143358826,slow,68.10876858226834,26.509253432012017,33.72451113298909,21,0.3639253281152239,1,60.23376456500111,17.20350696156902,1,1.5
44.627949924498886,339.04003832983545,17.511767649044497,0,20.255783012219236,73,12,15,52.52302277359985,71.537069645558,slow,63.68399455062128,18.553437732654167,24.89259231097061,21,0.3884820499847775,1,43.44603004362477,64.86591443149538,1,1.2166666666666666
40.372007758203125,899.8732718820795,82.32431818973816,6,3.740526546460869,68,13,17,71.21325722985497,80.58707915227234,fast,94.77215621657764,16.733082426086753,20.948025179543837,12,0.4532662711902471,0,60.124266884395794,75.01989709038499,1,1.1333333333333333
44.80456499617466,960.086348406778,55.46860962189744,0,12.87381931976259,67,13,17,13.040335006494622,22.0438243279762,fast,20.68553686485925,15.991393351479124,16.987974056835938,12,0.1668160654480073,1,32.97936740831506,32.51073445271886,1,1.1166666666666667
21.355389431312812,595.7716335482254,70.11279989232644,0,15.49852016013251,22,3,6,11.235161212502408,24.568037233443203,fast,34.495556757534615,11.261085043840092,32.762679929683586,12,0.4550836927009239,0,44.02376497352368,11.827181215323757,1,0.36666666666666664
43.036529162817175,467.60789176362886,24.93594057662065,3,17.904238338384346,98,16,17,47.07008764988724,59.558731262758855,fast,56.758664084013226,13.327138702346822,23.03320079749578,12,0.2495013681691813,0,90.07305451499565,9.722138731834749,0,1.6333333333333333
0.3476065265595351,435.41966531108255,89.37349824741796,8,2.100217207492085,96,2,6,38.06174945895373,47.146034369575744,slow,99.34231026677546,8.688095854433671,19.5045680077857,8,0.4384265680301688,1,44.99440152215605,54.69551527117893,1,1.6
11.105390523536512,546.2881615708937,11.134676797818312,5,2.6129562624549068,72,1,4,24.545332529332768,40.33019388213127,fast,98.73925734413191,15.571401964171535,37.42812205555749,18,0.1856000197744459,1,66.06430533200356,43.780342535664886,1,1.2
5.99326836668414,172.94159431688314,60.37801152745443,0,5.934879828228524,99,12,15,65.92639934501943,79.46921852524993,slow,86.54065126417976,9.690274713635617,39.7765885614227,18,0.3865959453330302,1,49.46686327505832,43.067056355805576,1,1.65
47.14548519562596,714.9328872936363,74.74182601322427,1,20.913282293591667,84,1,2,39.06830063009744,46.19111866684684,slow,64.36775084367918,18.000488657238094,24.06539893351395,12,0.4949255928842644,0,62.979169884343705,48.53406615496142,1,1.4
16.160146601037763,168.51777354127017,90.1232247716022,5,7.396649471258,83,19,23,29.84836076367533,48.08541368782237,slow,87.45423365222723,21.99946371626904,12.515031284579504,18,0.3239544624506949,1,71.49774235713855,32.11663789612645,1,1.3833333333333333
25.939531087168305,866.0862226438918,17.146592617872656,1,6.554831883765603,34,10,13,29.871472711349924,43.60740533747747,slow,58.47841968370624,7.143776272777609,34.90235213286577,21,0.3782557032172547,1,48.60096028940898,35.81699048146556,1,0.5666666666666667
35.15094794475889,545.6318743125769,75.83468413063261,2,6.877745697174965,110,21,1,43.76039267973471,50.66305158312366,fast,36.48189788656674,16.52301932299149,17.546891649121307,12,0.1473606336566011,1,47.825402366462725,23.8074434648629,1,1.8333333333333333
18.1814801189647,532.5279195939831,26.8670749687824,3,6.83210083436772,57,14,16,60.37054573245511,72.29942379554114,fast,86.27556308435084,23.590716965018668,32.76174599982665,18,0.2002623920166278,1,76.84876546794848,27.608277735367054,1,0.95
48.58910413604804,633.1670061935658,87.23593478414476,4,1.7545338259054328,52,10,13,35.12080836957011,52.79268443755878,slow,63.02179930205148,29.645170525210627,39.58040932628259,8,0.1558962638257417,1,76.24371515511496,35.36718828298456,1,0.8666666666666667
12.589114791268209,413.0282871119737,58.671437948698994,3,5.487660972976896,50,2,6,36.7739122407816,45.74365481576302,fast,60.44686649475181,11.120988770238014,22.073564809900617,8,0.2136543456821594,1,49.65753649906932,23.37844478695069,1,0.8333333333333334
15.043915490838485,609.1587675962119,38.29151018653735,9,1.2034245375603223,97,11,14,11.740166114105593,18.23994482636224,fast,90.14740255054063,19.948235670495748,34.8386038510877,21,0.1434835918512604,0,65.61766035962634,39.57365768175278,1,1.6166666666666667
30.47821669899484,817.6834194462353,51.33386774558925,0,20.88187673864777,106,19,20,38.44844007606968,53.87085376599157,slow,60.97688134482277,15.685110680690022,49.51901283909481,12,0.1808071349289569,0,65.20412351978483,26.250974524032785,1,1.7666666666666666
45.41329429833269,737.5266790435313,40.16872426337855,1,15.652042458619151,66,8,11,27.117831008900957,39.31061956557126,slow,94.14453672880325,23.208820936914048,14.795735485794935,12,0.1199930860310207,0,53.65659888132814,85.9012321458078,1,1.1
24.47263801387815,712.1266945842704,84.33803914372736,6,1.1314068915558748,71,11,13,44.873910369317976,54.7742457072942,slow,64.38935335993256,26.2801846361186,17.223848316188946,18,0.2266112600791879,1,50.29247430164279,38.56951707216792,1,1.1833333333333333
49.28252270553004,656.7502403936659,19.057373067118,0,2.29959973528998,97,12,16,40.70674404221028,52.26432478561294,fast,83.69487587470962,22.02321341608757,11.537335712054544,12,0.3561642547306137,1,33.560549128142114,99.41684945209754,1,1.6166666666666667
38.08098076643588,892.7836832790356,41.31472704239499,3,16.780511833646216,90,0,4,10.880446874033677,16.710693712305105,fast,67.72128005589047,29.41225085110623,21.755603327972672,12,0.4663801882049377,0,101.50938968001756,4.292871142308812,0,1.5
11.881877199619984,884.6591749707088,50.53158810148714,0,3.771271712103197,26,7,9,20.77742670665527,27.94612236024904,fast,45.4521748643328,22.505366471133357,12.276059219904862,21,0.4113972397813515,1,34.781425691038216,22.55262637291457,1,0.43333333333333335
18.38915663596266,843.2350755082864,68.60328263935068,4,5.08340053306546,103,15,17,27.054699854190805,34.18681265815957,fast,39.75705793294567,9.15779250522706,27.09691209477746,8,0.3100255480762782,0,56.58830673226636,1.5579078366419736,0,1.7166666666666666
31.615291529678974,215.9828807261007,65.8835710730588,1,2.9571185108165885,49,12,15,42.80212670850569,57.39875473206202,fast,83.19085903614743,22.634513991185436,47.27302892246479,8,0.1333510251594513,1,72.8646614244668,41.9414891413596,1,0.8166666666666667
31.676485538044734,401.6069688332277,41.71374519486889,7,9.620411675271646,67,2,5,51.39108042462713,57.21134973592761,fast,70.76279466928861,12.289442918998269,21.43681766558528,12,0.434915943623394,0,101.06914231148508,1.3701378958482735,0,1.1166666666666667
26.788734203737924,769.157430662447,85.7302797776284,1,4.430069609870202,84,2,4,72.0788631982125,83.18959738499962,fast,62.61692976311882,12.07368920093328,27.08630722804175,18,0.3452055844207887,0,43.59006603884524,45.8155979280115,1,1.4
4.514488502720415,244.68390644347735,52.41584506583481,2,5.657421542038691,94,23,2,72.21985688753936,79.8809989393571,slow,51.40209587342618,10.9571944112017,14.07735221530434,8,0.1689796534292273,0,36.349389710583424,19.567194665563164,1,1.5666666666666667
16.03900324858679,848.9207601619677,67.07279244661632,0,6.447156415607121,27,10,14,12.4609894433951,25.966481195913516,slow,85.81891888347451,26.69911116705396,37.86188257142816,12,0.1126324048585682,0,64.56099373848213,37.29692839357918,1,0.45
9.325925519992712,556.7209603847525,21.363826740805244,1,2.8394172455248743,64,6,10,50.25492933597904,69.17996591606337,fast,56.11261363468552,20.77426112175145,20.846014447088784,12,0.3029461888259319,0,44.45969281436511,20.978846340313112,1,1.0666666666666667
2.038757077738196,105.74728454515022,70.85598058678906,6,2.888241142053748,38,20,22,65.06084295820546,70.88264867705868,slow,60.11579358733382,16.8245245342684,21.86845234114739,21,0.3937493914707095,1,56.02242372773828,6.132126937333737,0,0.6333333333333333
33.87821809211412,655.234226538168,71.76944770174876,1,2.061742947150318,83,9,13,48.47792295596048,64.09095452214214,slow,55.86935483452612,20.180736257459767,10.414548893887083,12,0.188513626365983,0,32.657028098497165,57.09054482814307,1,1.3833333333333333
25.60465291496405,668.6321743150015,25.739329345836342,2,7.033861046686941,26,19,22,43.18714530895869,60.28458450053736,fast,29.62723521944416,14.49077168714086,25.75538539766468,8,0.1872307128244612,1,54.31387917817942,0.918008956228789,0,0.43333333333333335
32.25863952047249,670.6051327896503,30.44616013211634,7,7.971964178993068,51,2,4,10.770935083492525,30.164848158908637,fast,80.59700186725509,19.728335078900955,36.303753289755086,18,0.3238460023060304,1,111.83583762160752,1.0198037661200772,0,0.85
46.836499436836725,784.9251122518252,72.47355161588479,0,16.278113834726994,91,6,8,59.615948543430775,73.07395402180728,slow,32.32493222885184,7.096142950112026,28.456047633023044,21,0.3280507899315658,1,35.55219058313507,43.60924108255348,1,1.5166666666666666
46.23468091392814,669.3597038205534,12.98704191061836,2,5.541261091917107,58,8,9,19.999213531434663,27.436948202791392,slow,53.15847834034879,14.123929691705628,10.772736141373615,8,0.1022539039445716,0,35.97918801691346,63.41397123736346,1,0.9666666666666667
12.89708138575778,192.25875519161133,68.78465114781548,0,7.224232144380952,104,1,4,65.2982150011741,72.30024819040602,fast,87.28359860100483,17.650906755687018,33.53231077522363,12,0.3253397449491855,1,51.183217530910646,48.99746245585197,1,1.7333333333333334
26.482528917800323,370.8672102521346,80.96026089279688,6,8.2777339561475,56,6,9,71.75440160588934,83.42574007891953,slow,55.838015371082136,8.24405583740661,22.694893322698064,18,0.3065465274194148,0,80.60535289698967,1.7151913918927877,0,0.9333333333333333
4.655138390294961,160.6155413218945,33.42581718094027,0,3.636877151382279,117,16,19,62.331798966960974,67.53779678819964,slow,41.48793292008687,7.480722402066915,23.922814834445603,18,0.2286353056896196,0,31.40353723651252,14.739534073869308,1,1.95
44.860787897666334,623.953414158646,91.64755276352469,5,4.597194114255078,18,12,14,79.9826094400331,98.803899463178,slow,62.750845138821056,25.976229201983934,23.8600354946298,18,0.1077740620729208,0,72.82223526788913,34.78939776859826,1,0.3
16.951489552435035,141.16783043126156,19.989052229213296,1,8.088181783560197,36,22,1,46.28231057004281,63.51262992787623,fast,77.35802188428386,28.15356583157327,49.323217838120016,21,0.4317653988993276,1,85.56496545325349,8.7445459834654,0,0.6
36.297783943511966,976.1400722596572,51.43224440817337,4,6.176918018397643,101,5,6,22.194747254997367,34.98571253424938,slow,37.30407522369296,28.06089027509425,10.0434807921973,21,0.3907274563808947,1,62.812043140882125,10.78981602632281,1,1.6833333333333333
44.85551299762886,971.9900697571225,87.8107248570403,1,21.49668667060428,110,5,6,77.40241439246263,90.87790226710187,slow,84.57535763217281,21.656753423021197,46.02626203073599,18,0.4173251385599607,0,89.17970212436146,40.251168505440205,1,1.8333333333333333
44.354321213255865,774.6866485686322,59.19833981690096,9,8.241169762669564,28,1,3,22.29058443442314,37.33584402137223,slow,80.5921758664822,10.891100985535546,32.809518583081925,12,0.3683929365078073,1,117.87114743264354,7.075349647094527,0,0.4666666666666667
32.10158230771439,782.4368763361203,97.91202956595934,9,7.55015001627081,61,19,22,74.06169965821884,88.10174907238641,slow,99.16159676006936,9.606626904268593,43.16780564063753,18,0.3669447189967232,1,120.72578269134344,10.53739637644034,1,1.0166666666666666
8.081435704730689,119.91119637609754,48.02935854807502,3,3.333880093972261,98,16,20,14.423179549216131,19.641191578205994,slow,40.38426128253565,11.776574753509092,11.361780248010586,12,0.2453388933859377,0,33.13999528343646,15.325701703829871,1,1.6333333333333333
44.92770942635397,391.2491972345872,13.782220765426477,1,14.610205725216591,35,7,9,51.873124995697005,58.087370526032345,fast,81.78073317225582,12.606157787164616,42.84288892228075,12,0.392078106464622,0,70.05925243466196,56.64919016394784,1,0.5833333333333334
33.17508845540279,501.3124357390735,87.25075091192087,5,12.457224557633396,58,0,4,48.08209757062029,67.82078141550336,slow,81.22659447476352,7.210939683387561,33.75189837661702,8,0.2106489108374804,0,103.24896084817156,11.152722081994751,1,0.9666666666666667
0.2530791923109343,346.2639996534993,36.2996407415708,9,3.21742246550944,91,21,1,49.1857005525835,62.10321111600261,fast,82.90574449088616,28.859234055705898,18.321981929004004,18,0.4898759681809853,1,76.13801817429486,7.020805508902242,0,1.5166666666666666
8.040402570874933,997.41205014194,91.96931454795237,8,1.9511875158746264,105,17,19,46.408079015167615,63.22704309173412,fast,65.32512025841123,28.033074177420332,22.954035462280128,18,0.2035006580807278,0,66.59660976669747,6.768913062588695,0,1.75
27.436689468329305,483.5631720123757,77.85657132371055,3,14.784103047080112,62,14,17,52.7512245751234,70.3572295474635,fast,96.58508905530982,6.349982304525973,35.461212376559345,12,0.223717225489212,1,86.16350382232565,37.85827470131348,1,1.0333333333333334
11.21346547302799,815.3285938749365,96.65293213666232,5,1.7337241745257574,106,17,21,45.793736285729295,57.843412805596216,slow,74.19734151475694,20.289413636985028,40.3642559319637,8,0.3346357602217957,1,69.32229044157752,16.088516546207416,1,1.7666666666666666
16.269984907963387,174.14294105425842,84.64551983729622,0,10.335093314053353,26,20,0,52.238294855417216,71.09444182441695,fast,26.128861140889057,17.41925282817909,19.833533507220707,21,0.2371678634519517,1,37.2527863353998,5.146059713452651,0,0.43333333333333335
37.32457025590121,712.4493718672418,35.3369078573437,6,11.596999516761608,117,4,5,66.47446997544198,74.92156509678196,slow,84.84131892690976,6.030451148792489,44.67154392600968,21,0.1774533701520855,1,120.28399217537182,1.88189700743915,0,1.95
32.48164495236073,689.0600928530217,88.54784556095152,2,3.4628831038093457,42,18,19,20.9842090426059,37.226955269957614,fast,98.120157891681,19.60670505161253,27.45102622558266,12,0.1793621455975615,1,53.98349748481388,76.61830535922783,1,0.7
42.4611705247089,345.9335742983884,20.13223513707433,5,4.550297347234041,85,9,12,11.05157793863964,25.509966453825715,fast,71.57378288578275,6.214166326482399,11.768429757428024,8,0.3930479285849038,0,40.73408282008063,73.30087059041102,1,1.4166666666666667
